Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	HCA_C_1 Spectral Count	HCA_C_2 Spectral Count	HCA_C_3 Spectral Count	HCA_I_1 Spectral Count	HCA_I_2 Spectral Count	HCA_I_3 Spectral Count	HCA_K_1 Spectral Count	HCA_K_2 Spectral Count	HCA_M_1 Spectral Count	HCA_M_2 Spectral Count	HIT_C_1 Spectral Count	HIT_C_2 Spectral Count	HIT_C_3 Spectral Count	HIT_I_1 Spectral Count	HIT_I_2 Spectral Count	HIT_I_3 Spectral Count	HIT_K_1 Spectral Count	HIT_K_2 Spectral Count	HIT_K_3 Spectral Count	HIT_M_1 Spectral Count	HIT_M_2 Spectral Count	HIT_M_3 Spectral Count	HCA_C_1 Unique Spectral Count	HCA_C_2 Unique Spectral Count	HCA_C_3 Unique Spectral Count	HCA_I_1 Unique Spectral Count	HCA_I_2 Unique Spectral Count	HCA_I_3 Unique Spectral Count	HCA_K_1 Unique Spectral Count	HCA_K_2 Unique Spectral Count	HCA_M_1 Unique Spectral Count	HCA_M_2 Unique Spectral Count	HIT_C_1 Unique Spectral Count	HIT_C_2 Unique Spectral Count	HIT_C_3 Unique Spectral Count	HIT_I_1 Unique Spectral Count	HIT_I_2 Unique Spectral Count	HIT_I_3 Unique Spectral Count	HIT_K_1 Unique Spectral Count	HIT_K_2 Unique Spectral Count	HIT_K_3 Unique Spectral Count	HIT_M_1 Unique Spectral Count	HIT_M_2 Unique Spectral Count	HIT_M_3 Unique Spectral Count	HCA_C_1 Total Spectral Count	HCA_C_2 Total Spectral Count	HCA_C_3 Total Spectral Count	HCA_I_1 Total Spectral Count	HCA_I_2 Total Spectral Count	HCA_I_3 Total Spectral Count	HCA_K_1 Total Spectral Count	HCA_K_2 Total Spectral Count	HCA_M_1 Total Spectral Count	HCA_M_2 Total Spectral Count	HIT_C_1 Total Spectral Count	HIT_C_2 Total Spectral Count	HIT_C_3 Total Spectral Count	HIT_I_1 Total Spectral Count	HIT_I_2 Total Spectral Count	HIT_I_3 Total Spectral Count	HIT_K_1 Total Spectral Count	HIT_K_2 Total Spectral Count	HIT_K_3 Total Spectral Count	HIT_M_1 Total Spectral Count	HIT_M_2 Total Spectral Count	HIT_M_3 Total Spectral Count	HCA_C_1 Intensity	HCA_C_2 Intensity	HCA_C_3 Intensity	HCA_I_1 Intensity	HCA_I_2 Intensity	HCA_I_3 Intensity	HCA_K_1 Intensity	HCA_K_2 Intensity	HCA_M_1 Intensity	HCA_M_2 Intensity	HIT_C_1 Intensity	HIT_C_2 Intensity	HIT_C_3 Intensity	HIT_I_1 Intensity	HIT_I_2 Intensity	HIT_I_3 Intensity	HIT_K_1 Intensity	HIT_K_2 Intensity	HIT_K_3 Intensity	HIT_M_1 Intensity	HIT_M_2 Intensity	HIT_M_3 Intensity	HCA_C_1 MaxLFQ Intensity	HCA_C_2 MaxLFQ Intensity	HCA_C_3 MaxLFQ Intensity	HCA_I_1 MaxLFQ Intensity	HCA_I_2 MaxLFQ Intensity	HCA_I_3 MaxLFQ Intensity	HCA_K_1 MaxLFQ Intensity	HCA_K_2 MaxLFQ Intensity	HCA_M_1 MaxLFQ Intensity	HCA_M_2 MaxLFQ Intensity	HIT_C_1 MaxLFQ Intensity	HIT_C_2 MaxLFQ Intensity	HIT_C_3 MaxLFQ Intensity	HIT_I_1 MaxLFQ Intensity	HIT_I_2 MaxLFQ Intensity	HIT_I_3 MaxLFQ Intensity	HIT_K_1 MaxLFQ Intensity	HIT_K_2 MaxLFQ Intensity	HIT_K_3 MaxLFQ Intensity	HIT_M_1 MaxLFQ Intensity	HIT_M_2 MaxLFQ Intensity	HIT_M_3 MaxLFQ Intensity	Indistinguishable Proteins
P46940|IQGA1_HUMAN	P46940	IQGA1_HUMAN	IQGAP1	1657	Homo sapiens	1:Experimental evidence at protein level	Ras GTPase-activating-like protein IQGAP1	1.0	0.999	87	1657	1640	1657	49	30	43	18	49	28	52	80	64	51	88	87	89	101	105	99	81	98	125	111	99	110	49	30	43	18	49	28	52	78	62	49	86	86	87	99	105	99	81	98	125	111	97	108	49	30	43	18	49	28	52	80	64	51	88	87	89	101	105	99	81	98	125	111	99	110	1271381.6	1063058.0	1173270.9	429910.53	1767478.4	1037336.1	1132015.4	2557337.2	1711638.4	1668901.5	2515692.2	2568334.2	2277396.8	2515775.2	2860723.8	2878229.0	2270340.2	3167528.5	3127655.0	3124891.0	2986519.0	3551640.5	120227.46	104539.305	131275.2	130766.01	120139.6	91691.664	198180.06	179140.61	187571.8	190149.58	164091.22	151834.19	134042.67	156375.39	162019.1	157729.05	191505.12	183047.22	145212.86	182816.34	213726.69	226952.12	
P46976|GLYG_HUMAN	P46976	GLYG_HUMAN	GYG1	350	Homo sapiens	1:Experimental evidence at protein level	Glycogenin-1	1.0	0.999	8	141	141	141	4	6	6	8	7	6	6	5	3	2	6	5	7	8	14	12	8	5	3	10	7	3	4	6	6	8	7	6	6	5	3	2	6	5	7	8	14	12	8	5	3	10	7	3	4	6	6	8	7	6	6	5	3	2	6	5	7	8	14	12	8	5	3	10	7	3	140140.5	130273.69	123521.125	120542.41	339514.7	245686.92	44580.234	153151.39	105262.766	89799.23	419665.84	390765.72	347125.0	501373.38	627748.06	490693.03	213411.31	271131.6	131251.31	248630.44	214524.64	89482.45	52213.527	51690.504	42679.188	111812.375	119860.445	91006.87	44340.223	54702.9	94468.67	79542.55	118452.2	111030.86	98812.14	115139.22	179913.78	120351.0	85746.445	74576.2	37419.676	67854.09	78736.086	0.0	
P47224|MSS4_HUMAN	P47224	MSS4_HUMAN	RABIF	123	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide exchange factor MSS4	1.0	0.999	3	23	23	23	1	2	2	2	4	4	0	0	1	0	1	1	0	0	1	1	3	0	0	0	0	0	1	2	2	2	4	4	0	0	1	0	1	1	0	0	1	1	3	0	0	0	0	0	1	2	2	2	4	4	0	0	1	0	1	1	0	0	1	1	3	0	0	0	0	0	32383.031	184729.22	31679.307	63126.21	86219.4	73849.01	0.0	0.0	30322.54	45123.418	53339.832	34207.54	35618.75	21106.184	24801.295	29111.139	30154.43	15204.087	13250.551	11335.262	0.0	0.0	0.0	44052.77	0.0	0.0	70147.61	56437.234	0.0	0.0	0.0	0.0	45019.234	29828.984	30750.0	15364.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P47755|CAZA2_HUMAN	P47755	CAZA2_HUMAN	CAPZA2	286	Homo sapiens	1:Experimental evidence at protein level	F-actin-capping protein subunit alpha-2	1.0	0.999	14	211	211	306	5	1	1	1	6	4	3	6	7	9	11	9	8	11	22	10	17	18	13	11	20	18	5	1	1	1	6	4	3	6	7	9	11	9	8	11	22	10	17	18	13	11	20	18	7	3	13	4	11	5	9	9	10	10	18	12	11	14	26	17	22	22	20	16	24	23	121047.625	57152.277	182654.19	31297.97	151872.14	102341.4	164493.61	212051.31	287746.5	251970.98	336771.3	315678.1	331535.56	474601.9	445425.5	399947.22	604156.25	722848.2	430315.12	497994.28	463864.12	365165.56	49992.27	20049.412	70227.95	0.0	51320.605	41717.434	174629.39	76195.21	117450.08	110337.805	98793.91	94233.49	98821.69	119712.734	120045.54	96557.85	205773.97	176702.5	134798.11	126674.555	122182.16	117929.9	
P47756|CAPZB_HUMAN	P47756	CAPZB_HUMAN	CAPZB	272	Homo sapiens	1:Experimental evidence at protein level	F-actin-capping protein subunit beta	1.0	0.999	21	578	578	578	19	10	17	4	22	6	13	27	18	26	29	25	29	24	37	35	33	47	44	40	40	33	19	10	17	4	22	6	13	27	18	26	29	25	29	24	37	35	33	47	44	40	40	33	19	10	17	4	22	6	13	27	18	26	29	25	29	24	37	35	33	47	44	40	40	33	618432.75	631593.8	529058.44	56911.516	705546.6	554225.6	261934.92	982089.9	1061074.5	933742.4	1244716.1	1386926.1	1327690.5	1228544.6	1313941.8	1151511.0	1579168.8	1948503.6	1367649.1	1656498.0	1705832.0	1300925.1	129157.836	115050.13	101625.195	0.0	142069.4	106505.85	133794.0	196597.31	257159.69	220531.05	221017.42	232732.5	222100.77	207773.06	229044.69	210094.45	315890.28	330234.56	218751.0	259160.33	309867.62	259962.03	
P47813|IF1AX_HUMAN	P47813	IF1AX_HUMAN	EIF1AX	144	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 1A, X-chromosomal	1.0	0.999	9	77	12	77	0	0	0	0	0	0	3	5	3	2	1	2	1	0	1	0	3	4	13	11	10	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	2	3	1	0	0	0	0	0	0	3	5	3	2	1	2	1	0	1	0	3	4	13	11	10	18	0.0	0.0	0.0	0.0	13866.297	0.0	42223.336	284074.97	210325.86	196748.02	46098.9	85225.75	46613.1	11183.854	50308.65	35760.977	186044.38	175288.31	428696.47	454983.56	699486.3	476728.34	0.0	0.0	0.0	0.0	0.0	0.0	31857.25	131682.8	134519.83	125174.35	30491.78	29337.49	31389.273	0.0	16184.332	11941.951	123817.56	48517.88	99392.61	113359.125	212729.4	142020.4	
P47895|AL1A3_HUMAN	P47895	AL1A3_HUMAN	ALDH1A3	512	Homo sapiens	1:Experimental evidence at protein level	Retinaldehyde dehydrogenase 3	1.0	0.999	10	24	18	24	0	0	14	0	7	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	5	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	7	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	113027.48	159237.7	191389.9	0.0	200465.67	199425.72	19945.867	0.0	0.0	0.0	52582.184	101224.42	0.0	106843.625	0.0	162809.78	0.0	42830.492	0.0	108233.58	0.0	0.0	28941.402	59437.902	53122.457	0.0	48766.742	46463.715	0.0	0.0	0.0	0.0	15812.101	38545.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P47897|SYQ_HUMAN	P47897	SYQ_HUMAN	QARS1	775	Homo sapiens	1:Experimental evidence at protein level	Glutamine--tRNA ligase	1.0	0.999	33	296	296	296	1	0	5	0	14	4	11	16	0	1	31	17	22	22	37	44	1	24	25	13	1	7	1	0	5	0	14	4	11	16	0	1	31	17	22	22	37	44	1	24	25	13	1	7	1	0	5	0	14	4	11	16	0	1	31	17	22	22	37	44	1	24	25	13	1	7	195367.86	157472.39	300656.75	0.0	477866.53	169614.14	138902.17	240316.48	108738.2	44878.32	617675.56	659254.5	1246559.9	656390.8	994643.1	780996.44	40467.46	542822.56	478027.03	489403.16	32248.879	66768.63	67497.805	65848.46	66710.76	0.0	80088.88	76548.35	108465.29	82498.8	0.0	0.0	86007.05	79460.32	73111.69	93176.984	92966.63	80057.875	0.0	53940.8	58125.004	50124.695	0.0	54658.406	
P47914|RL29_HUMAN	P47914	RL29_HUMAN	RPL29	159	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL29	1.0	0.999	4	50	50	50	3	2	3	0	2	2	0	2	2	3	3	4	2	2	3	0	1	1	0	4	4	7	3	2	3	0	2	2	0	2	2	3	3	4	2	2	3	0	1	1	0	4	4	7	3	2	3	0	2	2	0	2	2	3	3	4	2	2	3	0	1	1	0	4	4	7	135948.77	214411.31	166635.77	0.0	114385.98	87087.03	0.0	77794.734	120271.64	134944.53	133120.94	130176.8	103138.68	85281.74	91562.59	38938.76	72811.336	100408.01	29352.137	87112.83	182416.1	170043.94	0.0	0.0	0.0	0.0	90731.945	0.0	0.0	0.0	0.0	0.0	90975.17	99632.734	87943.734	75242.195	61794.71	44681.703	0.0	67583.96	36410.984	88073.08	146604.89	120563.836	
P47929|LEG7_HUMAN	P47929	LEG7_HUMAN	LGALS7	136	Homo sapiens	1:Experimental evidence at protein level	Galectin-7	1.0	0.999	7	50	50	50	0	6	10	0	0	1	0	3	0	0	26	0	0	0	0	0	4	0	0	0	0	0	0	6	10	0	0	1	0	3	0	0	26	0	0	0	0	0	4	0	0	0	0	0	0	6	10	0	0	1	0	3	0	0	26	0	0	0	0	0	4	0	0	0	0	0	277964.25	499829.12	475601.9	0.0	50161.723	96224.19	0.0	75832.64	0.0	0.0	1501465.4	2529.8496	10670.35	0.0	20926.684	0.0	131845.06	0.0	0.0	0.0	0.0	0.0	67101.266	123828.47	181944.64	0.0	23808.98	46267.332	0.0	52244.887	0.0	0.0	371913.06	0.0	9280.603	0.0	18278.125	0.0	96366.11	0.0	0.0	0.0	0.0	0.0	
P48059|LIMS1_HUMAN	P48059	LIMS1_HUMAN	LIMS1	325	Homo sapiens	1:Experimental evidence at protein level	LIM and senescent cell antigen-like-containing domain protein 1	0.9996	0.999	4	24	3	24	0	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0	1	5	3	5	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0	1	5	3	5	4	0	0.0	0.0	0.0	0.0	15963.117	0.0	27357.203	21517.059	45664.934	40206.688	12503.868	41495.18	16399.76	48055.547	51411.11	39502.797	12411.841	46403.45	48798.086	50967.277	116767.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17457.729	0.0	23291.336	22753.436	17342.43	0.0	20536.463	21070.682	30992.348	44847.223	0.0	
P48147|PPCE_HUMAN	P48147	PPCE_HUMAN	PREP	710	Homo sapiens	1:Experimental evidence at protein level	Prolyl endopeptidase	1.0	0.999	28	297	297	297	5	2	9	2	15	3	11	23	5	4	15	19	15	18	22	24	7	23	31	24	6	14	5	2	9	2	15	3	11	23	5	4	15	19	15	18	22	24	7	23	31	24	6	14	5	2	9	2	15	3	11	23	5	4	15	19	15	18	22	24	7	23	31	24	6	14	286551.5	215892.3	220240.94	17938.613	370036.94	303107.97	104915.81	274009.38	135949.4	125207.32	438077.2	510780.6	397507.44	470860.25	492144.12	511189.97	179713.45	602078.44	456234.84	488186.2	126343.266	263190.12	56341.484	53982.277	61612.34	0.0	60072.19	54846.7	67418.71	62557.656	74716.27	73011.82	58939.22	67068.0	55065.703	71583.57	57995.3	57496.55	61549.05	67607.14	67099.71	58803.324	52420.043	72325.62	
P48163|MAOX_HUMAN	P48163	MAOX_HUMAN	ME1	572	Homo sapiens	1:Experimental evidence at protein level	NADP-dependent malic enzyme	1.0	0.999	22	323	323	323	5	2	2	4	13	8	6	2	0	0	23	23	17	18	33	46	13	28	38	24	8	10	5	2	2	4	13	8	6	2	0	0	23	23	17	18	33	46	13	28	38	24	8	10	5	2	2	4	13	8	6	2	0	0	23	23	17	18	33	46	13	28	38	24	8	10	167370.38	201658.17	119737.28	156097.4	246912.02	224134.75	73429.086	82823.625	0.0	0.0	353855.72	372334.53	344564.34	404385.38	693001.0	746547.9	300674.44	515398.78	535466.2	465649.72	138116.31	310842.22	44678.29	49912.555	30868.059	110259.72	61802.42	51820.523	45065.453	55543.75	0.0	0.0	66945.27	52319.77	61946.04	57694.02	98049.76	95473.91	72843.27	82698.32	82282.445	72021.11	50675.88	83882.88	
P48307|TFPI2_HUMAN	P48307	TFPI2_HUMAN	TFPI2	235	Homo sapiens	1:Experimental evidence at protein level	Tissue factor pathway inhibitor 2	1.0	0.999	4	49	49	49	0	0	0	0	0	0	0	0	0	0	5	3	4	2	3	4	7	1	5	5	8	2	0	0	0	0	0	0	0	0	0	0	5	3	4	2	3	4	7	1	5	5	8	2	0	0	0	0	0	0	0	0	0	0	5	3	4	2	3	4	7	1	5	5	8	2	0.0	0.0	0.0	0.0	19095.676	0.0	0.0	0.0	0.0	0.0	83449.695	57685.035	59696.227	75207.16	113876.055	87316.836	101027.445	73396.74	39582.734	73868.05	128079.945	51925.78	0.0	0.0	0.0	0.0	10564.427	0.0	0.0	0.0	0.0	0.0	29931.393	19466.496	23518.21	42049.54	40907.742	33391.613	37268.496	27819.713	18367.04	27086.557	45342.562	33622.38	
P48426|PI42A_HUMAN	P48426	PI42A_HUMAN	PIP4K2A	406	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	1.0	0.999	5	23	22	23	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30337.56	23400.973	0.0	0.0	0.0	0.0	2171.4563	3786.6885	0.0	2638.536	5475.2236	72069.67	0.0	21456.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3975.0679	21476.43	0.0	0.0	
P48444|COPD_HUMAN	P48444	COPD_HUMAN	ARCN1	511	Homo sapiens	1:Experimental evidence at protein level	Coatomer subunit delta	1.0	0.999	34	713	713	713	22	12	32	15	26	13	33	34	26	25	33	31	21	37	43	40	50	44	52	40	41	43	22	12	32	15	26	13	33	34	26	25	33	31	21	37	43	40	50	44	52	40	41	43	22	12	32	15	26	13	33	34	26	25	33	31	21	37	43	40	50	44	52	40	41	43	719509.9	849466.7	727582.8	319426.94	861227.25	656032.6	526191.56	866394.2	1055233.4	1156963.9	830129.0	873816.1	707883.6	1087944.2	1263734.5	1373599.6	1265082.9	2114990.5	1716953.8	1914879.6	1447067.2	1326186.4	108643.04	131058.22	108490.9	155373.83	112277.234	101232.664	184627.39	135176.94	210835.44	213600.78	109611.3	104182.91	92792.086	130523.13	142983.02	154914.16	268553.9	206669.89	187848.95	192042.52	230275.36	186510.75	
P48506|GSH1_HUMAN	P48506	GSH1_HUMAN	GCLC	637	Homo sapiens	1:Experimental evidence at protein level	Glutamate--cysteine ligase catalytic subunit	1.0	0.999	7	48	48	48	0	0	1	0	2	0	0	0	0	0	0	3	2	8	9	8	0	4	8	3	0	0	0	0	1	0	2	0	0	0	0	0	0	3	2	8	9	8	0	4	8	3	0	0	0	0	1	0	2	0	0	0	0	0	0	3	2	8	9	8	0	4	8	3	0	0	9229.233	0.0	1436.5287	0.0	41298.906	0.0	0.0	0.0	0.0	0.0	81457.78	82488.6	57126.516	113438.21	106500.09	117511.38	0.0	75966.37	88502.266	69632.38	0.0	0.0	0.0	0.0	0.0	0.0	27296.988	0.0	0.0	0.0	0.0	0.0	20597.092	19872.846	17488.338	30683.436	26505.668	30798.771	0.0	20033.477	25239.893	18619.35	0.0	0.0	
P48507|GSH0_HUMAN	P48507	GSH0_HUMAN	GCLM	274	Homo sapiens	1:Experimental evidence at protein level	Glutamate--cysteine ligase regulatory subunit	1.0	0.999	4	42	42	42	0	0	0	0	3	0	0	2	0	0	3	3	2	8	3	4	1	3	3	2	3	2	0	0	0	0	3	0	0	2	0	0	3	3	2	8	3	4	1	3	3	2	3	2	0	0	0	0	3	0	0	2	0	0	3	3	2	8	3	4	1	3	3	2	3	2	11624.514	13170.31	0.0	0.0	38350.03	15671.631	0.0	31276.059	0.0	0.0	49095.36	50997.87	22495.715	75832.78	55738.42	87127.27	14141.922	53212.883	37288.27	46143.676	34047.355	31114.338	0.0	0.0	0.0	0.0	28146.906	0.0	0.0	22865.104	0.0	0.0	33051.086	28793.375	0.0	39848.59	44437.4	48264.98	0.0	42096.29	0.0	32976.395	0.0	0.0	
P48509|CD151_HUMAN	P48509	CD151_HUMAN	CD151	253	Homo sapiens	1:Experimental evidence at protein level	CD151 antigen	0.8905	0.999	1	23	23	23	3	2	0	0	2	0	0	0	0	0	4	1	4	5	2	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	0	0	4	1	4	5	2	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	0	0	4	1	4	5	2	0	0	0	0	0	0	0	43632.26	52483.082	0.0	0.0	37727.586	0.0	0.0	0.0	0.0	0.0	62491.008	30767.375	32343.098	38758.895	39146.605	11506.709	0.0	12704.999	0.0	16680.588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P48556|PSMD8_HUMAN	P48556	PSMD8_HUMAN	PSMD8	350	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 8	0.9999	0.999	2	17	17	17	0	0	0	0	0	0	2	1	0	0	1	0	1	0	1	1	0	2	4	2	0	2	0	0	0	0	0	0	2	1	0	0	1	0	1	0	1	1	0	2	4	2	0	2	0	0	0	0	0	0	2	1	0	0	1	0	1	0	1	1	0	2	4	2	0	2	0.0	0.0	0.0	0.0	25237.088	0.0	29219.248	34400.086	0.0	0.0	23104.145	15671.055	17733.355	15229.634	28327.184	30993.047	0.0	36462.504	65387.0	20682.512	0.0	18970.443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32146.666	0.0	22569.16	77093.61	11676.946	0.0	0.0	
P48594|SPB4_HUMAN	P48594	SPB4_HUMAN	SERPINB4	390	Homo sapiens	1:Experimental evidence at protein level	Serpin B4	1.0	0.999	17	24	24	96	0	1	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	84	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0.0	79123.36	568054.3	0.0	0.0	8374.464	0.0	0.0	0.0	0.0	31290.775	12791.815	11665.876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25369.76	194837.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P48634|PRC2A_HUMAN	P48634	PRC2A_HUMAN	PRRC2A	2157	Homo sapiens	1:Experimental evidence at protein level	Protein PRRC2A	1.0	0.999	4	19	19	19	5	3	6	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	3	6	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	3	6	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100525.47	214062.78	92972.99	34169.902	98771.03	112898.63	0.0	25029.756	0.0	0.0	26606.312	22429.406	26920.094	0.0	9447.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50414.19	99423.766	69033.38	0.0	46702.383	52222.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P48637|GSHB_HUMAN	P48637	GSHB_HUMAN	GSS	474	Homo sapiens	1:Experimental evidence at protein level	Glutathione synthetase	1.0	0.999	19	471	471	471	24	29	26	31	25	33	4	11	14	15	15	23	21	24	32	24	11	32	20	27	14	16	24	29	26	31	25	33	4	11	14	15	15	23	21	24	32	24	11	32	20	27	14	16	24	29	26	31	25	33	4	11	14	15	15	23	21	24	32	24	11	32	20	27	14	16	758818.7	787408.25	794431.5	723226.44	1056509.0	1134393.0	85553.44	272155.62	512080.3	469093.84	622466.0	708180.06	620486.7	635592.9	998138.9	772611.56	231629.33	758578.9	560802.3	611894.06	357546.2	406119.7	109547.38	104787.375	135111.17	152002.34	141802.72	164108.06	174854.97	73033.67	126422.24	91468.94	98230.73	93892.17	100712.29	97267.68	153936.33	108459.68	84356.86	114925.06	91333.87	97949.24	95225.6	105884.95	
P48643|TCPE_HUMAN	P48643	TCPE_HUMAN	CCT5	541	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit epsilon	1.0	0.999	28	396	396	420	14	4	10	4	18	0	18	18	2	1	13	27	20	27	21	18	12	42	46	31	25	25	14	4	10	4	18	0	18	18	2	1	13	27	20	27	21	18	12	42	46	31	25	25	16	4	11	4	20	0	21	20	2	1	15	28	21	30	22	19	14	42	47	32	26	25	423802.53	199709.28	217742.06	81948.016	416169.06	156417.56	314280.0	651367.75	34833.723	53141.965	439413.84	526572.3	471415.56	608210.8	600832.75	655122.2	245298.94	830205.2	968349.7	901040.1	537374.6	776215.3	79300.14	56371.89	70628.86	65329.895	75558.31	46139.94	93875.66	113400.695	0.0	94251.93	77350.37	86039.39	78455.055	88293.555	90400.195	84173.64	70821.48	124767.445	112145.15	134541.67	108017.32	138878.48	
P48681|NEST_HUMAN	P48681	NEST_HUMAN	NES	1621	Homo sapiens	1:Experimental evidence at protein level	Nestin	1.0	0.999	47	1120	1120	1120	81	73	67	105	75	68	31	74	31	26	44	33	38	35	44	32	55	41	41	35	54	37	81	73	67	105	75	68	31	74	31	26	44	33	38	35	44	32	55	41	41	35	54	37	81	73	67	105	75	68	31	74	31	26	44	33	38	35	44	32	55	41	41	35	54	37	3253761.2	5520191.5	3389043.5	2469777.8	4460592.0	4162167.5	1159086.9	2760626.2	1480473.9	1472042.6	1536116.1	1366581.2	1397480.6	1013197.0	1274021.8	1045261.56	1560632.0	1166555.6	997222.3	1160225.8	1733570.5	932842.2	327592.22	513166.44	394031.62	305977.84	429380.62	407025.03	287285.0	338495.1	309510.84	338143.8	189553.89	165339.42	180534.08	146243.3	147458.98	158124.34	260731.12	170056.16	179749.48	187263.69	249040.36	208777.72	
P48723|HSP13_HUMAN	P48723	HSP13_HUMAN	HSPA13	471	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 13	1.0	0.999	5	36	36	36	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	1	0	7	10	9	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	1	0	7	10	9	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	1	0	7	10	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290313.38	0.0	0.0	0.0	801063.44	0.0	139537.44	1009490.56	602043.2	0.0	571502.1	479042.2	403300.56	0.0	22445.398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445418.03	0.0	0.0	0.0	279176.6	0.0	196780.16	453219.4	372595.7	0.0	470882.1	634860.0	491750.62	0.0	0.0	
P48735|IDHP_HUMAN	P48735	IDHP_HUMAN	IDH2	452	Homo sapiens	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NADP], mitochondrial	1.0	0.999	4	18	18	18	0	0	2	0	0	0	0	2	0	0	1	3	1	0	1	1	0	2	1	1	0	3	0	0	2	0	0	0	0	2	0	0	1	3	1	0	1	1	0	2	1	1	0	3	0	0	2	0	0	0	0	2	0	0	1	3	1	0	1	1	0	2	1	1	0	3	16165.372	21807.92	23629.195	0.0	34818.457	15706.429	0.0	25439.44	0.0	0.0	72549.89	63023.54	62289.05	30416.43	30467.46	33415.14	0.0	39428.31	31878.8	31019.852	0.0	17171.945	0.0	0.0	0.0	0.0	14078.364	0.0	0.0	0.0	0.0	0.0	19317.736	17071.586	16849.838	11603.67	12129.286	12668.906	0.0	15863.882	19821.002	19287.234	0.0	0.0	
