Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) HIT_K2,Coverage (%) HIT_K4,Coverage (%) HIT_K6,Coverage (%) HIT_M2,Coverage (%) HIT_M4,Coverage (%) HIT_M6,Coverage (%) HIT_C2,Coverage (%) HIT_C4,Coverage (%) HIT_C6,Coverage (%) HIT_i2,Coverage (%) HIT_i4,Coverage (%) HIT_i6,Area HIT_K2,Area HIT_K4,Area HIT_K6,Area HIT_M2,Area HIT_M4,Area HIT_M6,Area HIT_C2,Area HIT_C4,Area HIT_C6,Area HIT_i2,Area HIT_i4,Area HIT_i6,#Peptides,#Unique,#Spec HIT_K2,#Spec HIT_K4,#Spec HIT_K6,#Spec HIT_M2,#Spec HIT_M4,#Spec HIT_M6,#Spec HIT_C2,#Spec HIT_C4,#Spec HIT_C6,#Spec HIT_i2,#Spec HIT_i4,#Spec HIT_i6,PTM,Avg. Mass,Description
2268,922,Q14683|SMC1A_HUMAN,206.00,12,3,4,3,0,1,8,6,1,5,2,2,3,2.5741E3,4.3458E3,3.3688E3,,2.0646E3,1.1034E4,3.5515E3,1.5657E2,5.2207E3,1.9014E3,5.1308E2,7.548E2,12,12,4,12,9,0,4,22,8,1,13,6,3,3,Carbamidomethylation; Deamidation (NQ),143233,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2
1575,2066,Q08170|SRSF4_HUMAN,205.87,14,12,10,12,10,10,14,12,6,10,14,14,14,3.5663E3,3.1692E3,3.3291E3,3.4385E3,2.8191E3,9.2215E3,1.432E3,1.0503E2,1.2832E3,6.224E3,4.2723E3,5.0356E3,7,5,16,16,17,17,15,22,13,8,14,16,17,19,Deamidation (NQ),56678,Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2
2447,1445,Q92538|GBF1_HUMAN,205.59,7,2,3,4,1,1,4,2,0,1,4,2,1,1.2651E3,2.7465E3,2.0825E3,3.1025E2,9.9051E2,5.916E3,1.8794E2,,0,1.4301E3,2.8628E2,1.8002E2,7,7,8,10,7,2,5,17,4,0,1,11,2,1,Acetylation (Protein N-term); Deamidation (NQ),206444,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=GBF1 PE=1 SV=2
1790,1333,P49756|RBM25_HUMAN,205.50,15,4,5,4,8,2,11,7,4,6,6,4,4,4.7342E3,7.6542E3,7.4066E3,3.2518E3,4.854E3,1.0022E4,3.1738E3,3.4274E3,4.924E3,5.9191E3,4.5751E3,3.918E3,9,9,11,15,14,11,7,18,10,11,10,14,13,15,Carbamidomethylation,100186,RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3
2460,1014,Q9Y520|PRC2C_HUMAN,205.40,5,3,3,3,1,3,3,0,0,0,1,1,1,1.9523E3,2.1779E3,1.9389E3,8.5939E3,3.0373E3,5.2571E3,,,0,1.5232E3,1.3218E3,1.7154E3,8,8,8,12,9,5,11,12,0,0,1,2,3,4,Carbamidomethylation; Deamidation (NQ),316911,Protein PRRC2C OS=Homo sapiens OX=9606 GN=PRRC2C PE=1 SV=4
2103,1921,Q96EE3|SEH1_HUMAN,205.39,26,14,18,14,14,14,12,18,14,15,10,5,5,3.3841E3,4.1806E3,2.4387E3,1.7527E3,2.742E3,4.5036E3,3.2637E3,2.0081E3,4.8855E3,2.6119E3,9.8502E2,1.6242E3,6,6,11,13,11,12,7,8,12,9,8,7,3,3,Carbamidomethylation; Deamidation (NQ),39649,Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3
1408,3080,P62266|RS23_HUMAN,205.36,43,24,43,43,43,43,43,43,24,43,24,43,43,4.8587E4,6.7136E4,5.9768E4,4.0377E4,6.0923E4,6.1342E4,4.8097E4,4.1911E4,4.8834E4,4.8209E4,5.0753E4,4.5293E4,6,6,15,18,21,22,16,22,21,21,19,18,17,19,Carbamidomethylation; Deamidation (NQ),15808,40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3
1724,1928,O94919|ENDD1_HUMAN,205.28,19,10,9,10,14,8,9,10,17,10,14,10,4,4.1248E3,4.8387E3,7.2093E3,4.345E3,6.1486E3,3.3121E3,7.6205E3,9.1669E3,7.145E3,8.5048E3,5.6469E3,1.864E3,7,7,13,14,19,13,13,5,15,20,18,16,11,3,Carbamidomethylation; Deamidation (NQ),55017,Endonuclease domain-containing 1 protein OS=Homo sapiens OX=9606 GN=ENDOD1 PE=1 SV=2
2495,2373,Q9BUT1|BDH2_HUMAN,205.20,32,14,22,20,9,15,20,15,9,15,15,15,9,1.0018E3,3.1341E3,4.2686E3,4.9156E2,2.7222E3,3.2318E3,1.0819E3,8.3398E2,2.1004E3,1.2058E3,9.324E2,1.1257E3,5,5,6,7,13,6,4,4,3,5,7,4,4,2,Carbamidomethylation,26724,3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=2
1717,2588,Q9Y3E1|HDGR3_HUMAN,204.97,31,21,21,21,21,21,25,21,21,25,31,26,26,8.2738E3,9.7035E3,1.2784E4,2.8891E3,7.4559E3,6.5302E3,8.7039E3,9.1159E3,6.7426E3,1.6887E4,9.2395E3,1.3734E4,7,4,13,13,12,17,15,12,8,18,7,13,12,22,Deamidation (NQ),22620,Hepatoma-derived growth factor-related protein 3 OS=Homo sapiens OX=9606 GN=HDGFL3 PE=1 SV=1
2008,1713,Q9UBB4|ATX10_HUMAN,204.84,18,5,5,2,5,5,12,5,2,9,12,5,8,8.0262E2,1.6358E3,2.9559E3,1.7012E3,1.8351E3,4.8363E3,1.138E3,9.5045E2,2.8218E3,5.0474E3,1.6618E3,1.5103E3,6,6,2,6,7,9,10,15,7,6,11,23,15,6,Carbamidomethylation; Deamidation (NQ),53489,Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1
1662,2157,P29218|IMPA1_HUMAN,204.83,26,22,22,22,13,22,22,13,13,22,26,22,26,1.0152E4,9.0033E3,6.8703E3,4.2635E3,4.6425E3,1.4729E4,2.5943E3,1.6047E3,8.1156E3,1.7477E4,1.1506E4,1.7349E4,6,6,10,15,22,12,12,22,9,10,9,22,15,15,Carbamidomethylation; Deamidation (NQ),30189,Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1
2145,1068,Q8WWM7|ATX2L_HUMAN,204.73,13,7,8,7,4,7,7,3,3,4,9,4,4,6.9811E3,1.2602E4,1.0934E4,5.83E3,9.7977E3,8.6612E3,4.0319E3,3.0076E3,3.082E3,7.1808E3,4.612E3,5.6609E3,9,9,7,13,13,6,10,8,7,6,9,8,6,6,Carbamidomethylation,113374,Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2
2165,1698,P52789|HXK2_HUMAN,204.71,8,1,6,6,5,5,6,4,6,6,5,5,5,,3.1524E2,6.8744E2,1.4082E2,1.5986E2,2.2739E3,5.1958E2,6.1043E2,1.8062E3,9.5667E2,8.8861E1,9.8462E2,5,3,3,7,6,9,7,12,9,15,13,6,5,5,Acetylation (Protein N-term),102380,Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2
1609,1795,P16930|FAAA_HUMAN,204.67,23,12,12,12,16,12,13,6,11,3,6,6,6,9.5337E3,9.4186E3,7.9937E3,7.5982E3,8.8746E3,9.1125E3,4.6336E3,1.9079E3,1.2645E3,4.5574E3,4.7254E3,5.3101E3,7,7,17,28,25,16,17,21,8,8,1,14,14,13,Carbamidomethylation,46374,Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2
2271,1632,Q9NRY5|F1142_HUMAN,204.67,12,6,9,5,6,3,10,4,4,9,12,9,10,2.6098E3,3.8867E3,2.0784E3,8.5397E2,5.4795E2,4.6829E3,1.8248E3,1.6353E3,3.3994E3,4.7642E3,3.9738E3,4.9909E3,5,5,6,8,3,2,1,11,3,3,6,16,14,12,Carbamidomethylation,55468,Protein FAM114A2 OS=Homo sapiens OX=9606 GN=FAM114A2 PE=1 SV=4
2262,2021,Q9BU23|LMF2_HUMAN,204.52,13,0,5,8,0,6,10,3,3,10,0,0,0,,1.4782E3,2.9316E3,,1.0434E3,6.14E3,1.8539E3,4.5047E2,2.8496E3,,,,5,5,0,8,11,0,5,30,12,3,17,0,0,0,Carbamidomethylation; Deamidation (NQ),79698,Lipase maturation factor 2 OS=Homo sapiens OX=9606 GN=LMF2 PE=1 SV=2
1933,1781,P52594|AGFG1_HUMAN,204.42,17,15,12,10,8,8,12,7,2,2,9,4,8,6.3695E3,1.1667E4,9.7934E3,6.0158E3,7.1655E3,1.2474E4,3.2831E3,4.1164E2,2.5279E3,9.1572E3,4.5799E3,7.0728E3,7,6,9,16,11,12,16,15,11,1,7,10,6,13,Deamidation (NQ),58260,Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2
2102,2818,Q99622|C10_HUMAN,204.35,63,41,29,29,63,53,29,14,0,0,14,41,29,4.7474E3,5.5495E2,5.183E2,4.3034E3,2.9754E3,3.467E3,2.6798E2,,,1.341E2,1.0014E3,1.3288E3,5,5,33,5,3,26,16,9,1,0,0,2,6,3,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),13178,Protein C10 OS=Homo sapiens OX=9606 GN=C12orf57 PE=1 SV=1
1947,1767,O96019|ACL6A_HUMAN,204.34,30,14,18,23,11,16,26,14,9,18,24,9,7,3.7953E3,5.4469E3,8.6433E3,2.2002E3,3.1047E3,7.995E3,3.8528E3,2.7645E3,5.9059E3,5.8234E3,1.808E3,8.3555E2,8,8,7,13,15,6,16,17,8,6,18,10,4,5,Carbamidomethylation; Deamidation (NQ),47461,Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1
2414,2046,A6NDG6|PGP_HUMAN,204.33,20,11,20,20,8,17,8,8,6,5,12,6,12,4.3508E3,4.4142E3,4.9506E3,1.1837E3,2.8483E3,4.5028E3,1.5569E3,4.7389E2,7.596E2,3.3646E3,1.2159E3,3.1645E3,5,5,12,10,13,4,7,5,2,2,1,7,3,6,Carbamidomethylation,34006,Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1
1551,1739,P42574|CASP3_HUMAN,204.32,44,27,34,39,27,31,18,27,27,30,37,34,27,4.4168E3,7.6691E3,7.2708E3,7.0222E3,1.1327E4,1.6223E3,7.4628E3,7.4123E3,4.1334E3,7.0979E3,6.1496E3,4.4975E3,8,7,15,20,11,22,21,9,16,21,12,9,19,20,Carbamidomethylation; Deamidation (NQ),31608,Caspase-3 OS=Homo sapiens OX=9606 GN=CASP3 PE=1 SV=2
1355,3046,P13598|ICAM2_HUMAN,204.29,18,18,18,15,15,18,18,15,15,15,15,15,15,6.4229E4,6.6472E4,5.9819E4,1.5026E5,6.977E4,5.9574E4,4.0005E4,3.4948E4,3.5101E4,4.0843E4,3.0017E4,4.9428E4,4,4,23,22,18,23,24,28,16,21,20,18,15,17,Deamidation (NQ),30654,Intercellular adhesion molecule 2 OS=Homo sapiens OX=9606 GN=ICAM2 PE=1 SV=2
1558,2755,Q6IAA8|LTOR1_HUMAN,204.18,52,31,31,33,31,50,31,31,31,31,31,31,31,2.7167E4,2.0786E4,2.99E4,1.7177E4,2.6284E4,2.5272E4,2.5301E4,2.4477E4,1.7377E4,2.9553E4,2.4357E4,2.3011E4,6,6,12,15,23,13,21,13,19,16,15,20,13,14,,17745,Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2
2347,1892,P43897|EFTS_HUMAN,204.06,26,16,21,23,18,18,12,9,7,0,16,0,0,2.5601E3,8.4795E3,9.6984E3,3.516E3,6.1109E3,8.4142E3,2.336E3,3.2576E2,,1.3483E3,,,6,6,12,13,19,9,6,7,6,1,0,5,0,0,Carbamidomethylation; Deamidation (NQ),35391,Elongation factor Ts  mitochondrial OS=Homo sapiens OX=9606 GN=TSFM PE=1 SV=2
1871,1193,Q13618|CUL3_HUMAN,203.95,12,5,5,8,4,6,6,8,5,8,8,4,2,2.3694E3,4.778E3,6.1129E3,1.1449E3,4.6944E3,6.903E3,3.9009E3,3.396E3,4.2519E3,3.1297E3,8.8242E2,6.6492E2,8,8,10,8,16,11,23,12,12,12,13,9,6,5,Carbamidomethylation; Deamidation (NQ),88930,Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2
2380,1578,P51608|MECP2_HUMAN,203.95,20,13,6,6,7,8,3,4,3,12,10,12,9,2.6778E3,1.0362E3,1.1101E3,1.3049E3,2.1801E3,5.3656E2,1.3931E3,3.4653E2,1.8099E3,5.631E3,3.6237E3,2.866E3,7,7,9,5,7,7,5,3,3,1,5,12,10,8,,52441,Methyl-CpG-binding protein 2 OS=Homo sapiens OX=9606 GN=MECP2 PE=1 SV=1
2236,1435,P40222|TXLNA_HUMAN,203.95,14,3,8,7,7,7,11,2,0,0,9,5,12,4.0212E3,4.8281E3,3.9706E3,4.4477E3,3.9122E3,9.7438E3,4.873E2,,,5.8655E3,2.0097E3,7.542E3,6,6,6,14,4,10,16,12,1,0,0,10,2,14,Carbamidomethylation; Deamidation (NQ),61891,Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3
1157,3372,Q9UNN8|EPCR_HUMAN,203.95,21,21,17,21,21,21,17,21,17,17,21,17,21,6.8496E4,6.9293E4,7.1857E4,5.9383E4,8.021E4,4.925E4,2.3031E4,2.3489E4,1.2207E4,3.0635E4,3.1893E4,3.3477E4,4,4,26,29,23,25,39,23,21,24,24,35,22,23,Carbamidomethylation; Deamidation (NQ),26671,Endothelial protein C receptor OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1
1549,1958,P51553|IDH3G_HUMAN,203.89,19,19,19,19,16,16,19,16,19,19,13,13,11,8.7957E3,1.4913E4,1.3912E4,5.5121E3,1.0902E4,1.5061E4,5.6224E3,4.1438E3,7.0302E3,7.2261E3,3.8209E3,3.9609E3,5,5,21,29,14,15,19,17,15,18,16,10,11,10,Carbamidomethylation,42794,Isocitrate dehydrogenase [NAD] subunit gamma  mitochondrial OS=Homo sapiens OX=9606 GN=IDH3G PE=1 SV=1
1460,1563,Q9NP79|VTA1_HUMAN,203.83,34,20,20,20,17,20,20,20,17,34,17,20,17,2.1866E4,1.0983E4,1.2919E4,1.5978E4,1.3446E4,9.0904E3,2.4495E4,2.0488E4,1.6222E4,1.976E4,1.8026E4,1.315E4,7,7,16,16,12,14,19,21,18,18,19,24,25,15,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),33879,Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1
1762,1458,Q3KQU3|MA7D1_HUMAN,203.82,9,5,5,6,8,8,6,2,3,3,6,3,3,6.7398E3,6.4325E3,6.1529E3,7.9664E3,8.3518E3,8.8348E3,6.4569E2,1.3669E3,2.1546E3,5.8249E3,3.5401E3,1.9444E3,7,7,13,21,12,17,20,21,3,8,11,14,8,6,Carbamidomethylation,92820,MAP7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAP7D1 PE=1 SV=1
2892,1229,O00471|EXOC5_HUMAN,203.51,19,8,8,12,2,6,14,3,0,8,0,0,0,1.1076E3,1.2396E3,2.9368E3,1.4295E2,7.7625E2,4.9471E3,3.2413E2,,5.1615E2,,,,8,8,5,5,8,1,2,12,1,0,5,0,0,0,Carbamidomethylation; Deamidation (NQ),81853,Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1
2925,1465,O94901|SUN1_HUMAN,203.50,9,2,3,9,0,2,5,4,0,4,0,2,0,5.9988E2,1.7886E3,5.4449E3,,7.5438E2,7.2231E3,5.8881E2,,9.7124E2,,3.1982E2,,6,6,1,3,12,0,1,15,2,0,2,0,1,0,Carbamidomethylation; Deamidation (NQ),90064,SUN domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUN1 PE=1 SV=3
1821,2531,Q9UHV9|PFD2_HUMAN,203.46,57,56,43,41,41,51,47,37,37,32,47,46,57,2.1241E4,6.748E3,8.0173E3,1.9508E4,1.6103E4,1.7142E4,1.3182E4,1.2419E4,2.5135E4,1.9781E4,1.2447E4,2.9011E4,7,7,17,12,9,17,11,15,9,7,10,14,12,12,Deamidation (NQ),16648,Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1
1623,2638,P60983|GMFB_HUMAN,203.35,63,38,38,38,38,38,19,45,38,37,54,56,19,2.5633E3,3.6528E3,2.9474E3,2.3622E3,1.6716E3,8.3403E3,6.9892E3,4.8993E3,1.5778E4,1.2864E4,1.0022E4,7.7894E3,6,5,15,13,6,18,8,17,15,14,19,16,28,11,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),16713,Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2
2396,1437,Q9Y613|FHOD1_HUMAN,203.23,10,4,3,5,3,4,8,3,2,3,3,4,3,4.3226E3,1.6212E3,3.7678E3,7.4542E2,3.807E3,8.0223E3,2.0233E3,2.7787E2,1.2616E3,4.1042E3,2.9788E3,2.7401E3,8,8,7,6,7,3,11,10,4,1,2,10,5,7,Carbamidomethylation; Deamidation (NQ),126551,FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3
1470,3004,P07305|H10_HUMAN,203.18,19,19,19,19,19,19,19,19,19,19,19,14,19,9.8317E4,1.0409E5,1.8601E4,2.2043E4,9.328E4,2.2711E4,6.2647E4,9.4034E3,1.1202E4,1.7521E4,1.2017E4,1.4147E4,4,4,26,21,20,19,25,18,11,12,14,19,16,14,Acetylation (Protein N-term); Deamidation (NQ),20863,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3
1074,1682,P46781|RS9_HUMAN,203.12,35,30,30,31,30,30,26,30,26,26,30,26,26,6.8375E4,9.0688E4,1.1525E5,4.4158E4,6.8813E4,1.0742E5,7.3118E4,5.8256E4,1.0568E5,7.3986E4,5.4102E4,4.0403E4,10,10,26,34,39,27,37,26,28,28,25,29,27,27,,22591,40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3
3095,1960,Q15042|RB3GP_HUMAN,203.11,9,0,4,3,0,0,7,2,0,2,2,0,0,,9.732E2,8.6912E2,,,3.9687E3,4.4667E2,,3.3906E2,2.8621E2,,,5,5,0,2,2,0,0,21,1,0,1,1,0,0,Carbamidomethylation,110524,Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3
1912,2070,Q8WZA0|LZIC_HUMAN,202.85,51,21,32,21,21,21,28,30,6,37,43,37,43,1.2451E3,1.6968E3,9.4742E2,9.8332E2,6.4316E2,7.4387E3,4.1772E3,1.7959E3,8.5069E3,1.3056E4,6.076E3,1.2636E4,6,6,5,9,11,7,5,11,12,5,15,19,11,21,Deamidation (NQ),21495,Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1
1433,3012,Q9UBQ0|VPS29_HUMAN,202.59,32,32,32,32,32,32,25,32,32,32,32,32,32,1.5755E4,2.4436E4,2.3278E4,1.1789E4,2.3697E4,2.6543E4,1.7355E4,1.5221E4,1.8418E4,2.1968E4,1.9568E4,1.9278E4,4,4,12,24,24,13,25,18,15,16,23,26,13,16,Carbamidomethylation; Deamidation (NQ),20506,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens OX=9606 GN=VPS29 PE=1 SV=1
2552,1653,Q8TDW0|LRC8C_HUMAN,202.56,10,0,5,4,0,2,8,4,3,6,0,0,0,,1.6786E3,1.9589E3,,8.812E2,5.0476E3,1.338E3,4.9051E2,4.0506E3,,,,6,5,0,13,3,0,10,10,10,6,9,0,0,0,Carbamidomethylation,92449,Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens OX=9606 GN=LRRC8C PE=1 SV=2
2385,1704,Q8N0X7|SPART_HUMAN,202.21,12,8,8,8,9,5,7,3,3,3,5,5,3,3.5278E3,3.4639E3,4.3376E3,1.9815E3,2.6325E3,8.1621E3,6.2887E2,1.7605E2,2.4838E2,1.3529E3,1.694E3,1.5753E3,5,5,7,10,14,7,4,10,4,4,3,5,4,2,Carbamidomethylation; Deamidation (NQ),72833,Spartin OS=Homo sapiens OX=9606 GN=SPART PE=1 SV=1
1908,1636,Q15424|SAFB1_HUMAN,202.12,12,8,7,7,5,8,7,4,3,5,7,8,9,5.1832E3,5.9104E3,4.748E3,3.3472E3,6.1288E3,9.4071E3,1.977E3,1.3455E3,3.5227E3,5.6328E3,7.0247E3,1.0097E4,8,8,11,14,14,8,13,16,4,2,6,10,19,14,Carbamidomethylation; Acetylation (Protein N-term),102642,Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4
2542,3015,Q9Y3A6|TMED5_HUMAN,202.10,24,20,20,24,20,20,20,10,14,20,14,10,20,9.0081E2,1.8865E3,8.5269E2,2.6033E3,8.7236E2,1.3549E3,1.7715E3,8.7324E2,1.523E3,4.4854E3,2.4009E3,2.2386E3,4,4,3,3,4,9,3,3,5,4,7,13,4,4,Carbamidomethylation,26005,Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TMED5 PE=1 SV=1
2846,1056,Q9BYB0|SHAN3_HUMAN,202.05,7,4,4,3,1,2,3,0,0,0,1,0,0,4.4797E3,6.1502E3,3.6897E3,7.486E2,2.0869E3,3.5111E3,,,,6.0344E2,,,9,9,10,8,5,2,8,7,0,0,0,2,0,0,Carbamidomethylation,184666,SH3 and multiple ankyrin repeat domains protein 3 OS=Homo sapiens OX=9606 GN=SHANK3 PE=1 SV=3
2505,1770,O15498|YKT6_HUMAN,201.93,50,18,18,20,29,22,23,7,0,25,14,14,14,1.2039E3,1.8695E3,3.1513E3,2.2959E3,3.3776E4,3.6773E3,1.3437E2,,5.5914E2,1.9479E3,1.4987E3,1.1717E3,7,7,5,4,14,6,7,8,1,0,3,8,3,5,Carbamidomethylation; Deamidation (NQ),22418,Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1
1711,3124,Q7RTV0|PHF5A_HUMAN,201.91,48,40,48,40,40,40,40,26,26,40,40,40,26,9.1766E3,1.0767E4,6.5299E3,4.0761E3,3.7013E3,6.7541E3,2.719E3,2.3182E3,7.1851E3,8.0854E3,7.4279E3,5.6503E3,4,4,22,15,17,14,14,8,13,12,13,12,15,9,Carbamidomethylation,12405,PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1
1492,3369,Q9Y5J7|TIM9_HUMAN,201.88,53,53,53,53,53,53,53,53,53,53,53,53,53,1.3987E4,8.5543E3,7.9184E3,1.1702E4,7.8243E3,1.1332E4,8.8089E3,7.2303E3,7.522E3,2.1547E4,2.9254E4,3.4019E4,4,4,12,12,13,22,21,14,15,23,13,20,21,24,Carbamidomethylation; Deamidation (NQ),10378,Mitochondrial import inner membrane translocase subunit Tim9 OS=Homo sapiens OX=9606 GN=TIMM9 PE=1 SV=1
2235,2815,Q86Y39|NDUAB_HUMAN,201.85,67,11,43,43,25,25,11,43,25,60,35,41,43,4.4017E3,2.8739E3,5.1191E3,2.6733E3,4.7626E3,5.819E3,6.9712E3,5.9967E3,9.3057E3,9.5906E3,7.2936E3,4.8091E3,5,5,3,3,14,5,7,2,10,12,8,9,12,5,Carbamidomethylation,14852,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Homo sapiens OX=9606 GN=NDUFA11 PE=1 SV=3
1960,1588,Q9Y6E2|BZW2_HUMAN,201.82,22,2,7,2,2,2,20,12,11,13,7,9,15,1.2032E4,7.1298E3,9.3172E3,9.7101E3,6.3812E3,1.1721E4,1.6367E4,2.103E4,3.6591E4,1.7065E4,1.0936E4,1.1122E4,7,6,7,7,11,4,5,15,12,15,24,10,5,8,Carbamidomethylation; Deamidation (NQ),48162,Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1
1781,2448,P53990|IST1_HUMAN,201.64,17,14,17,12,16,14,14,9,16,7,17,14,17,1.2658E4,1.4292E4,6.9891E3,1.3656E4,1.0469E4,1.4804E4,3.849E3,1.3075E4,7.2757E3,1.6775E4,1.3547E4,2.1594E4,6,6,16,16,11,10,13,12,7,10,8,17,9,22,Carbamidomethylation,39751,IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1
1480,2456,P20337|RAB3B_HUMAN,201.62,35,18,34,27,18,27,27,19,10,19,18,13,13,1.4022E3,3.1035E3,4.2794E3,4.5319E2,4.0972E2,6.9683E3,5.8137E2,,2.357E3,1.6192E3,1.1028E3,2.2216E3,6,2,23,23,27,14,16,20,15,11,17,18,14,14,Deamidation (NQ),24758,Ras-related protein Rab-3B OS=Homo sapiens OX=9606 GN=RAB3B PE=1 SV=2
1215,2645,Q92930|RAB8B_HUMAN,201.61,33,11,25,25,17,12,18,18,17,25,25,25,18,,7.7641E2,1.4783E3,8.8541E2,,,,5.0902E2,1.2099E3,7.751E1,1.2764E3,,6,2,24,24,27,22,21,28,23,18,25,35,24,23,,23584,Ras-related protein Rab-8B OS=Homo sapiens OX=9606 GN=RAB8B PE=1 SV=2
1887,1792,P78406|RAE1L_HUMAN,201.48,21,14,18,10,18,18,10,2,5,5,17,13,13,7.2707E3,8.2056E3,6.134E3,9.8554E3,9.4907E3,1.0187E4,1.9443E3,2.6567E3,3.7712E3,9.783E3,5.3953E3,7.3515E3,6,6,9,15,10,19,14,12,2,7,5,20,10,12,Carbamidomethylation,40968,mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1
1868,9626,P09234|RU1C_HUMAN,201.40,26,26,26,26,26,26,20,19,0,19,19,20,19,1.7788E4,1.0681E4,1.4892E4,2.0634E4,1.7354E4,9.7642E3,9.4198E3,,3.4723E3,1.9501E4,1.1733E4,6.3377E3,4,4,17,17,17,23,16,7,7,0,5,14,9,6,Carbamidomethylation,17394,U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1
2598,1605,Q9UPT5|EXOC7_HUMAN,201.40,13,5,4,4,0,6,13,4,2,4,2,2,4,4.6606E2,3.7342E3,3.9552E3,,3.9527E3,5.2684E3,1.7069E3,4.9187E2,5.3371E2,4.1204E2,2.1016E2,6.6449E2,7,7,2,7,10,0,13,11,5,1,4,1,2,2,Carbamidomethylation,83382,Exocyst complex component 7 OS=Homo sapiens OX=9606 GN=EXOC7 PE=1 SV=3
934,2785,P61026|RAB10_HUMAN,201.30,29,22,22,22,22,22,28,28,22,22,22,16,22,2.4556E4,3.1652E4,3.2095E4,1.6267E4,2.1336E4,5.1256E4,2.9956E4,2.1774E4,3.7082E4,3.2311E4,2.1175E4,2.6364E4,7,4,38,30,34,34,31,44,33,28,31,43,27,32,,22541,Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1
2964,1595,O94804|STK10_HUMAN,201.22,8,1,1,1,1,1,7,0,1,3,4,3,3,,,,,,2.6975E3,,,5.5798E1,1.17E3,0,1.2143E2,6,5,3,3,3,1,2,8,0,1,3,5,3,3,Carbamidomethylation,112135,Serine/threonine-protein kinase 10 OS=Homo sapiens OX=9606 GN=STK10 PE=1 SV=1
