Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) HCA_K2,Coverage (%) HCA_K4,Coverage (%) HCA_K6,Coverage (%) HCA_M2,Coverage (%) HCA_M4,Coverage (%) HCA_M6,Coverage (%) HCA_C2,Coverage (%) HCA_C4,Coverage (%) HCA_C6,Coverage (%) HCA_i2,Coverage (%) HCA_i4,Coverage (%) HCA_i6,Area HCA_K2,Area HCA_K4,Area HCA_K6,Area HCA_M2,Area HCA_M4,Area HCA_M6,Area HCA_C2,Area HCA_C4,Area HCA_C6,Area HCA_i2,Area HCA_i4,Area HCA_i6,#Peptides,#Unique,#Spec HCA_K2,#Spec HCA_K4,#Spec HCA_K6,#Spec HCA_M2,#Spec HCA_M4,#Spec HCA_M6,#Spec HCA_C2,#Spec HCA_C4,#Spec HCA_C6,#Spec HCA_i2,#Spec HCA_i4,#Spec HCA_i6,PTM,Avg. Mass,Description
1644,2437,P84095|RHOG_HUMAN,200.08,50,30,30,23,50,50,50,30,30,23,30,30,33,4.7073E3,5.4196E3,4.5751E3,6.7623E3,8.9749E3,9.4535E3,2.3074E3,4.0522E3,3.1666E3,5.1675E3,5.0617E3,4.5255E3,6,5,10,12,8,18,23,24,10,17,17,14,13,13,Carbamidomethylation; Deamidation (NQ),21308,Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1
2277,1744,Q86TU7|SETD3_HUMAN,200.02,13,3,6,7,6,5,8,4,3,5,8,8,7,2.9889E2,1.3866E3,2.0594E3,2.9587E3,2.8536E3,4.8728E3,8.6944E2,7.9703E1,1.251E3,2.7626E3,3.6043E3,2.0561E3,6,6,1,12,11,9,8,10,3,1,4,12,11,6,Deamidation (NQ),67257,Actin-histidine N-methyltransferase OS=Homo sapiens OX=9606 GN=SETD3 PE=1 SV=1
1463,3557,Q9Y4Z0|LSM4_HUMAN,199.84,27,27,27,27,25,20,20,12,20,12,25,25,12,2.2903E4,1.8415E4,1.6667E4,1.2544E4,1.1582E4,1.4081E4,4.0002E3,3.344E3,2.8579E3,1.1092E4,1E4,1.8653E3,5,5,18,23,25,26,24,26,12,13,10,15,20,8,Carbamidomethylation,15350,U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens OX=9606 GN=LSM4 PE=1 SV=1
2288,1315,O76031|CLPX_HUMAN,199.82,22,13,16,14,11,11,8,0,0,0,0,0,0,8.3921E3,4.1248E3,4.4762E3,6.5406E3,6.8569E3,5.0068E3,,,,,,,9,9,22,11,15,15,14,10,0,0,0,0,0,0,Carbamidomethylation,69224,ATP-dependent Clp protease ATP-binding subunit clpX-like  mitochondrial OS=Homo sapiens OX=9606 GN=CLPX PE=1 SV=2
1539,3583,Q9Y5J7|TIM9_HUMAN,199.64,53,53,53,53,53,53,53,53,53,53,53,53,53,1.9336E4,1.6514E4,1.5535E4,1.1463E4,1.0443E4,1.1517E4,7.9152E3,8.2258E3,4.0712E3,1.5257E4,9.2257E3,7.8719E3,4,4,27,11,11,18,14,12,20,14,16,15,18,27,Carbamidomethylation,10378,Mitochondrial import inner membrane translocase subunit Tim9 OS=Homo sapiens OX=9606 GN=TIMM9 PE=1 SV=1
1948,2167,Q9BSH4|TACO1_HUMAN,199.59,29,14,18,14,14,14,25,14,14,14,14,14,10,1.0125E4,1.3353E4,1.189E4,1.038E4,1.1145E4,9.1274E3,4.9297E3,6.7103E3,7.0963E3,3.7448E3,3.1382E3,2.1599E3,5,5,9,15,8,11,8,12,13,14,9,8,12,6,Carbamidomethylation; Deamidation (NQ),32477,Translational activator of cytochrome c oxidase 1 OS=Homo sapiens OX=9606 GN=TACO1 PE=1 SV=1
1877,2004,Q9UKD2|MRT4_HUMAN,199.47,38,23,9,19,14,27,27,23,18,23,27,30,27,5.0622E3,4.9021E3,4.0626E3,4.0041E3,6.4684E3,6.2676E3,6.8423E3,5.699E3,8.8907E3,1.2536E4,9.8221E3,1.0671E4,7,7,5,8,6,5,12,13,11,8,12,17,16,23,Carbamidomethylation; Deamidation (NQ),27560,mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2
2470,1507,Q12959|DLG1_HUMAN,199.45,10,8,3,6,4,5,4,3,2,2,2,3,2,2.0837E3,1.7653E3,1.7632E3,1.1048E3,9.8643E2,9.6712E2,7.2392E2,1.4875E3,9.0445E2,7.1689E2,8.3858E2,7.1109E2,7,7,15,5,9,3,5,4,2,3,6,5,10,3,Deamidation (NQ),100455,Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=2
2011,2651,P19404|NDUV2_HUMAN,199.34,25,14,16,21,20,10,16,14,10,5,20,16,10,3.1015E4,2.0547E4,2.282E4,1.8523E4,1.8559E4,1.6365E4,7.8261E3,7.7236E3,7.3983E3,1.4845E4,1.4913E4,1.512E4,6,6,17,10,14,8,8,8,11,5,5,12,8,11,Carbamidomethylation,27392,NADH dehydrogenase [ubiquinone] flavoprotein 2  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2
1846,2857,P49006|MRP_HUMAN,199.34,41,19,19,19,24,19,37,19,19,19,19,19,19,2.9869E4,2.8487E4,2.8573E4,2.0092E4,2.0453E4,2.6432E4,1.0082E4,1.1638E4,8.0167E3,1.5317E4,1.152E4,4.5684E3,5,5,8,10,14,15,13,15,16,13,9,9,13,7,Deamidation (NQ),19529,MARCKS-related protein OS=Homo sapiens OX=9606 GN=MARCKSL1 PE=1 SV=2
2395,1332,Q9NVH1|DJC11_HUMAN,199.21,23,8,9,14,16,11,18,0,3,8,7,5,4,2.3591E3,4.2647E3,4.0324E3,5.8146E3,6.4305E3,6.9272E3,,6.1056E2,1.1226E3,1.3135E3,9.7463E2,9.92E2,9,9,5,12,9,15,10,15,0,1,3,2,2,3,Carbamidomethylation,63278,DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2
1934,2423,P28300|LYOX_HUMAN,199.11,19,19,15,19,9,7,12,15,19,12,15,15,12,1.2086E4,9.5908E3,8.8132E3,2.5829E3,2.1422E3,5.4654E3,3.7845E3,5.9696E3,6.6657E3,4.0905E3,5.3154E3,4.6857E3,5,5,17,14,12,4,6,7,9,17,8,11,12,11,Carbamidomethylation; Deamidation (NQ),46944,Protein-lysine 6-oxidase OS=Homo sapiens OX=9606 GN=LOX PE=1 SV=2
1403,2830,P62266|RS23_HUMAN,199.01,43,43,43,43,43,43,43,43,43,24,43,43,24,4.5337E4,4.7496E4,4.8861E4,4.9207E4,4.9568E4,4.7463E4,3.5498E4,4.2572E4,4.0524E4,3.9553E4,4.4786E4,3.7251E4,6,6,24,21,26,23,17,15,20,19,14,19,20,21,Carbamidomethylation; Deamidation (NQ),15808,40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3
1936,1546,Q15424|SAFB1_HUMAN,198.86,12,5,8,8,12,7,8,5,3,3,8,7,4,8.5808E3,3.8287E3,5.5704E3,1.1014E4,8.2796E3,7.4488E3,2.6614E3,1.8808E3,1.5551E3,5.2636E3,3.7529E3,2.6222E3,8,8,14,11,14,20,9,17,4,4,3,15,10,6,Carbamidomethylation; Acetylation (Protein N-term),102642,Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4
2290,1843,O15160|RPAC1_HUMAN,198.45,26,15,19,23,15,19,19,15,11,9,19,11,12,1.2767E4,1.1899E4,1.0797E4,9.3236E3,9.9139E3,1.1439E4,3.8625E3,4.1568E3,2.621E3,4.2288E3,2.1064E3,3.1294E3,6,6,10,10,11,5,10,11,8,5,4,5,2,6,Carbamidomethylation,39250,DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1
1421,3214,Q5ZPR3|CD276_HUMAN,198.35,13,13,13,13,13,13,13,13,13,13,13,8,8,2.1691E4,1.592E4,1.6207E4,1.1665E4,1.1512E4,1.0294E4,4.3072E3,6.6657E3,7.6192E3,1.1274E4,7.4724E3,1.018E4,4,4,25,23,28,20,17,15,22,26,15,12,10,19,Carbamidomethylation; Deamidation (NQ),57236,CD276 antigen OS=Homo sapiens OX=9606 GN=CD276 PE=1 SV=1
2445,2517,Q14318|FKBP8_HUMAN,198.35,15,7,11,11,15,15,15,0,0,0,3,0,0,3.0966E3,5.506E3,3.2244E3,6.2203E3,6.3071E3,6.5834E3,,,,3.372E2,,,4,4,3,15,12,14,13,14,0,0,0,1,0,0,Carbamidomethylation,44562,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2
1222,2567,O15511|ARPC5_HUMAN,198.17,44,44,44,44,44,44,44,39,30,39,44,44,44,2.8073E4,1.8988E4,2.5464E4,2.8853E4,3.16E4,3.3109E4,1.3575E4,8.3602E3,1.6114E4,2.2035E4,2.6882E4,3.7696E4,5,5,25,32,25,27,25,25,17,12,13,22,42,27,Deamidation (NQ),16320,Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3
3321,1149,O00267|SPT5H_HUMAN,198.14,11,4,3,4,5,0,7,0,0,0,0,0,0,4.4375E2,9.6112E3,7.192E2,1.0768E3,,1.0411E3,,,,,,,9,9,3,3,3,7,0,6,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),121000,Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1
1862,2346,Q8NFH4|NUP37_HUMAN,198.13,19,9,9,14,14,14,14,10,19,10,14,14,10,4.2739E3,4.1437E3,4.9549E3,4.9405E3,4.3104E3,4.9153E3,2.5889E3,2.7302E3,2.3115E3,5.4263E3,6.6085E3,2.4942E3,4,4,10,16,13,11,11,12,7,9,4,16,21,9,Deamidation (NQ),36708,Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1
1662,1740,P29218|IMPA1_HUMAN,198.03,26,26,26,26,13,22,22,18,26,22,26,26,12,1.5211E4,1.4017E4,1.5872E4,1.1159E4,1.0392E4,1.1596E4,4.0429E3,6.3979E3,2.8539E3,1.2567E4,9.3244E3,2.9591E2,5,5,17,14,21,12,12,17,16,15,10,23,16,2,Carbamidomethylation; Deamidation (NQ),30189,Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1
2685,2637,Q8IY81|SPB1_HUMAN,198.03,6,2,3,4,5,6,5,0,2,0,4,2,0,1.0764E3,2.8897E3,1.5878E3,4.5708E3,5.409E3,4.9835E3,,5.9496E2,,6.585E2,2.2828E2,,5,5,4,9,7,10,8,12,0,1,0,3,1,0,,96558,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2
1789,2732,P01111|RASN_HUMAN,197.95,41,19,19,25,33,19,19,25,25,33,41,41,25,3.8769E3,4.3808E3,3.968E3,2.9893E3,3.3558E3,2.9263E3,2.8177E3,3.8487E3,2.2258E3,5.9259E3,5.8216E3,3.4914E3,5,2,11,10,7,11,10,16,21,17,11,12,15,10,Carbamidomethylation; Deamidation (NQ),21229,GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1
2452,1331,Q01995|TAGL_HUMAN,197.94,57,28,46,20,45,26,24,0,0,11,0,0,0,6.0402E3,1.6676E4,4.4219E3,2.2255E4,5.8405E3,5.8179E3,,,1.5412E3,,,,9,9,6,16,4,19,13,11,0,0,2,0,0,0,Carbamidomethylation; Acetylation (Protein N-term),22611,Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4
1742,1490,P30533|AMRP_HUMAN,197.94,27,18,16,10,16,16,18,12,16,18,16,27,12,2.05E4,1.3294E4,1.2628E4,1.2339E4,1.015E4,1.3587E4,1.2575E4,1.2111E4,1.2865E4,1.8809E4,1.6063E4,1.1661E4,7,7,15,10,13,14,14,14,13,15,12,16,13,11,,41466,Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens OX=9606 GN=LRPAP1 PE=1 SV=1
2811,1717,P08603|CFAH_HUMAN,197.52,8,0,0,0,0,0,0,8,5,5,1,2,2,,,,,,,7.116E3,5.3122E3,5.0603E3,1.1171E3,1.1933E3,1.94E3,7,7,0,0,0,0,0,0,22,13,7,1,2,3,Carbamidomethylation; Deamidation (NQ),139096,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4
2527,2420,P02771|FETA_HUMAN,197.44,8,0,3,0,0,0,0,4,4,6,7,7,6,,7.3198E2,,,,,1.8868E4,2.3974E4,2.35E4,3.4313E4,3.7488E4,3.1277E4,6,6,0,4,0,0,0,0,8,9,12,11,11,11,Carbamidomethylation; Deamidation (NQ),68678,Alpha-fetoprotein OS=Homo sapiens OX=9606 GN=AFP PE=1 SV=1
2375,1295,Q9UKG1|DP13A_HUMAN,197.43,19,11,8,8,8,6,8,8,6,2,5,6,2,2.8537E3,4.5051E3,3.2824E3,3.185E3,1.4236E3,2.7082E3,2.8261E3,3.5335E3,1.6308E3,2.0588E3,5.2963E3,7.8238E1,9,9,11,11,6,8,6,6,6,7,2,3,10,3,Carbamidomethylation,79664,DCC-interacting protein 13-alpha OS=Homo sapiens OX=9606 GN=APPL1 PE=1 SV=1
1701,2013,Q13595|TRA2A_HUMAN,197.35,30,22,19,19,23,12,12,8,15,8,11,11,19,1.4252E4,1.7261E4,1.6444E4,1.527E4,1.2646E4,1.0981E4,4.5756E3,5.9248E3,5.653E3,6.4478E3,7.2694E3,8.235E3,7,6,18,16,21,17,13,12,8,13,12,11,12,16,Carbamidomethylation,32689,Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1
1419,2590,Q9P0J0|NDUAD_HUMAN,197.32,44,44,43,36,43,36,36,36,36,37,36,36,36,7.1239E4,2.8265E4,2.5474E4,1.5784E4,1.3148E4,1.0994E4,1.7709E4,1.8929E4,1.3572E4,2.2601E4,3.2796E4,1.1076E4,7,7,35,20,20,10,8,13,24,23,25,18,21,15,,16698,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3
2282,1749,P46379|BAG6_HUMAN,197.28,8,4,2,4,6,4,5,4,3,2,3,1,1,4.3883E3,5.5214E3,5.2288E3,8.1791E3,1.0294E4,7.2408E3,2.4224E3,2.6366E3,3.3815E3,3.7248E3,3.5284E3,2.8598E3,7,7,8,6,7,9,13,6,8,8,9,6,3,5,Carbamidomethylation; Deamidation (NQ),119409,Large proline-rich protein BAG6 OS=Homo sapiens OX=9606 GN=BAG6 PE=1 SV=2
2528,1713,Q8WW59|SPRY4_HUMAN,197.24,41,26,22,23,8,18,22,0,4,10,14,27,22,2.8587E4,3.415E3,3.2892E3,3.9203E2,1.9568E3,2.123E4,,6.1843E2,6.4011E2,1.3132E3,4.1767E3,2.8486E3,7,7,8,6,9,6,5,8,0,1,2,3,5,13,,23129,SPRY domain-containing protein 4 OS=Homo sapiens OX=9606 GN=SPRYD4 PE=1 SV=2
1746,3757,P61970|NTF2_HUMAN,197.24,65,45,45,45,45,45,45,24,24,65,24,45,45,2.7609E4,1.8986E4,2.0216E4,3.0066E4,2.4292E4,2.5406E4,6.6033E3,6.241E3,1.1544E4,7.2662E3,8.0316E3,8.6385E3,5,5,19,15,9,17,19,16,11,8,13,8,7,17,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),14478,Nuclear transport factor 2 OS=Homo sapiens OX=9606 GN=NUTF2 PE=1 SV=1
1965,1594,Q13523|PRP4B_HUMAN,197.22,9,6,5,5,7,7,5,1,1,4,2,2,3,6.8275E3,4.8628E3,5.3179E3,8.3009E3,8.3405E3,7.4613E3,5.4859E2,1.7148E2,7.3958E2,1.7581E3,1.2408E3,8.2049E2,8,8,20,7,14,20,18,23,1,1,3,5,5,6,Carbamidomethylation; Deamidation (NQ),116987,Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens OX=9606 GN=PRPF4B PE=1 SV=3
1893,2914,P07305|H10_HUMAN,197.20,19,19,19,19,19,19,19,19,19,13,19,19,19,5.5883E4,2.6418E4,1.0019E4,9.1829E3,1.7388E4,1.3115E5,4.4566E3,3.2467E3,2.4458E3,4.813E3,3.8645E3,3.3739E3,4,4,13,16,14,16,13,15,6,7,7,8,8,10,Acetylation (Protein N-term),20863,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3
2120,3300,O15126|SCAM1_HUMAN,197.19,14,14,14,14,10,10,10,11,4,11,11,11,7,5.8505E3,4.0814E4,5.7972E3,3.4456E3,4.5908E3,5.2632E3,1.9436E3,2.0665E3,1.8794E3,4.4246E4,4.6958E4,2.1695E3,3,3,11,9,11,6,15,14,6,3,6,5,9,7,,37920,Secretory carrier-associated membrane protein 1 OS=Homo sapiens OX=9606 GN=SCAMP1 PE=1 SV=2
1550,4613,P62857|RS28_HUMAN,196.95,61,61,51,61,61,61,51,38,61,46,46,51,52,1.0153E5,6.5515E4,6.9664E4,8.7554E4,7.8012E4,8.9878E4,3.1197E4,3.118E4,3.2026E4,3.9411E4,3.068E4,3.3654E4,6,6,26,15,16,24,23,19,12,12,15,11,17,10,Carbamidomethylation,7841,40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1
710,3415,P14174|MIF_HUMAN,196.74,84,84,83,83,83,84,83,36,36,83,83,36,83,6.8441E5,5.6749E5,6.0837E5,4.9208E5,5.3785E5,5.5706E5,1.7277E5,1.89E5,1.7318E5,2.3699E5,2.3481E5,1.9913E5,5,5,76,50,69,53,62,69,25,31,23,28,35,41,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),12476,Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4
1124,2024,Q9H3N1|TMX1_HUMAN,196.68,28,21,25,24,24,28,25,17,20,18,17,17,13,4.2287E4,4.0346E4,3.7685E4,4.402E4,4.0978E4,5.3992E4,3.3309E4,3.9454E4,3.9266E4,3.2156E4,3.0355E4,3.151E4,7,7,34,27,29,34,29,37,23,22,25,25,26,18,Carbamidomethylation,31791,Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1
2285,2169,Q9Y6I3|EPN1_HUMAN,196.67,16,12,9,7,14,7,12,2,2,2,2,4,2,9.4859E3,4.2761E3,3.1975E3,7.1176E3,7.151E3,4.0009E3,1.4692E3,7.8227E2,1.5629E3,2.1039E3,2.4792E3,7.1646E2,6,5,17,10,5,22,10,9,2,1,2,2,7,1,,60293,Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1 PE=1 SV=2
2196,1908,O75122|CLAP2_HUMAN,196.59,6,2,4,2,4,5,4,2,2,3,5,5,2,2.5288E2,1.101E2,3.7301E2,4.0477E2,4.8843E2,6.1741E2,,,6.2334E1,2.1418E2,3.3057E2,,5,3,6,5,8,9,7,11,5,5,6,11,14,7,Carbamidomethylation; Deamidation (NQ),141063,CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=3
1620,2338,P35659|DEK_HUMAN,196.45,17,14,11,11,14,14,17,10,7,14,10,7,14,1.8407E4,1.1002E4,9.1538E3,1.613E4,1.514E4,1.9141E4,4.8305E3,5.0902E3,5.5554E3,8.5893E3,5.1647E3,6.1923E3,7,7,24,22,14,25,26,22,6,13,5,11,8,7,Deamidation (NQ),42674,Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1
2841,1521,Q9BVJ6|UT14A_HUMAN,196.43,11,7,7,5,3,3,3,0,0,0,0,0,0,5.14E3,6.1169E3,3.1873E3,2.3563E3,1.8846E3,1.9609E3,,,,,,,8,8,13,14,4,6,3,6,0,0,0,0,0,0,,87978,U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1
1872,3969,P61956|SUMO2_HUMAN,196.43,34,34,34,34,34,34,27,27,34,27,27,27,23,1.7249E4,3.4485E3,2.191E3,3.8053E3,2.6853E3,5.9722E3,8.2728E1,1.0463E3,1.8901E2,7.6549E2,5.8071E2,4.7396E2,5,4,19,12,10,15,11,11,8,11,14,10,9,7,Acetylation (Protein N-term); Deamidation (NQ),10871,Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3
1681,2109,Q9UI09|NDUAC_HUMAN,196.25,48,39,30,30,30,30,39,30,24,30,48,48,30,8.5171E3,5.8106E3,5.5344E3,7.5186E3,1.0529E4,1.0545E4,4.0099E3,2.5054E3,6.8368E3,2.3053E5,1.09E4,8.5267E3,5,5,15,12,7,15,28,13,9,9,11,24,17,13,Acetylation (Protein N-term); Deamidation (NQ),17114,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens OX=9606 GN=NDUFA12 PE=1 SV=1
784,2262,P13473|LAMP2_HUMAN,196.00,14,14,14,14,14,14,14,14,14,14,14,14,14,5.6505E4,6.2789E4,5.6381E4,8.9904E4,6.655E4,8.5668E4,6.7064E4,3.745E4,1.0646E5,1.0122E5,6.1415E4,7.9653E4,5,5,50,35,34,36,43,50,44,41,41,41,45,44,Carbamidomethylation; Deamidation (NQ),44961,Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2
2562,2021,Q9UBV2|SE1L1_HUMAN,195.99,8,2,2,2,2,2,2,6,6,6,5,8,3,3.1426E3,2.0132E3,2.0915E3,2.4534E3,1.0579E3,2.4196E3,4.7761E3,3.6708E3,3.9256E3,3.5793E3,4.8995E3,1.1536E3,5,5,3,3,4,3,1,2,15,6,11,4,8,4,Carbamidomethylation,88755,Protein sel-1 homolog 1 OS=Homo sapiens OX=9606 GN=SEL1L PE=1 SV=3
2202,2647,Q9H098|F107B_HUMAN,195.81,49,49,43,43,43,42,42,0,0,0,9,0,0,1.4784E4,1.3486E4,9.872E3,9.7103E3,7.1926E3,9.7481E3,,,,2.0953E2,,,7,7,13,15,18,15,14,17,0,0,0,1,0,0,Acetylation (Protein N-term),15558,Protein FAM107B OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=1
2083,1899,Q9H173|SIL1_HUMAN,195.79,19,0,3,3,0,2,5,17,11,17,17,19,17,,5.5781E2,5.5457E2,,2.7556E2,2.0733E3,8.0747E3,7.8036E3,8.7023E3,8.5225E3,9.9509E3,8.2154E3,6,6,0,1,1,0,1,7,15,17,14,16,19,16,Carbamidomethylation,52085,Nucleotide exchange factor SIL1 OS=Homo sapiens OX=9606 GN=SIL1 PE=1 SV=1
1975,2587,Q9NWV4|CZIB_HUMAN,195.68,49,21,26,26,26,26,40,26,35,35,26,26,26,5.2683E3,7.8713E3,1.0682E4,5.0292E3,6.96E3,8.3899E3,7.9255E3,7.8501E3,7.4569E3,1.1023E4,9.4337E3,5.9223E3,5,5,7,11,9,9,12,10,14,14,10,10,10,6,Carbamidomethylation; Deamidation (NQ),18048,CXXC motif containing zinc binding protein OS=Homo sapiens OX=9606 GN=CZIB PE=1 SV=1
2974,2380,Q96A49|SYAP1_HUMAN,195.61,26,21,9,14,9,18,10,0,4,0,4,4,0,4.7688E3,7.3873E3,6.2267E3,1.0301E3,2.0236E3,1.3909E3,,2.4879E2,,2.3699E2,1.0301E2,,6,6,9,7,8,3,5,4,0,1,0,1,1,0,,39933,Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1
1853,2805,Q12972|PP1R8_HUMAN,195.55,17,17,17,17,17,17,17,17,13,17,13,17,8,9.6544E3,1.0427E4,9.8898E3,7.9181E3,6.7347E3,5.3097E3,2.4429E3,3.6158E3,3.4673E3,3.8312E3,4.6461E3,2.7542E3,5,5,13,22,20,13,11,10,7,9,10,10,8,7,,38479,Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2
1407,2171,P40429|RL13A_HUMAN,195.52,34,28,28,28,28,32,31,22,16,22,16,16,16,4.2955E4,4.4459E4,5.1046E4,6.1231E4,6.0248E4,6.5666E4,2.3413E4,2.2808E4,1.9445E4,2.416E4,2.3631E4,1.5342E4,8,8,25,20,28,27,24,22,17,17,11,18,18,11,Carbamidomethylation; Acetylation (Protein N-term),23577,60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2
2328,2863,Q5RI15|COX20_HUMAN,195.45,59,22,22,22,22,22,22,12,31,12,42,49,12,6.128E3,6.0386E3,5.0874E3,5.1503E3,4.9897E3,8.2378E3,5.7202E3,6.338E3,5.9537E3,7.4652E3,6.8681E3,5.1479E3,4,4,10,6,6,13,5,9,3,5,5,5,13,3,Carbamidomethylation; Deamidation (NQ),13291,Cytochrome c oxidase assembly protein COX20  mitochondrial OS=Homo sapiens OX=9606 GN=COX20 PE=1 SV=2
1705,1261,Q14141|SEPT6_HUMAN,195.40,33,23,26,18,12,17,12,12,9,7,12,11,12,9.4612E2,1.3883E3,1.8692E3,,9.4775E2,2.9256E2,5.9403E2,6.6653E2,,2.1777E2,3.0073E2,7.6308E2,11,3,23,20,27,18,17,13,8,5,12,8,7,11,Carbamidomethylation; Deamidation (NQ),49717,Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4
1720,2085,Q5VW32|BROX_HUMAN,195.34,20,16,16,20,9,13,17,12,16,12,16,12,12,6.5376E3,6.0772E3,8.7834E3,3.0605E3,4.506E3,3.6912E3,3.8022E3,4.5828E3,4.2664E3,5.8256E3,6.4764E3,6.0599E3,5,5,11,15,14,10,12,19,8,22,12,16,17,10,Carbamidomethylation; Deamidation (NQ),46476,BRO1 domain-containing protein BROX OS=Homo sapiens OX=9606 GN=BROX PE=1 SV=1
2512,1862,Q9NPF4|OSGEP_HUMAN,195.32,36,3,19,7,7,8,12,28,24,24,27,30,28,2.5012E2,6.5227E2,4.1666E2,5.8478E2,5.7863E1,4.7243E2,3.359E3,2.7238E3,3.0129E3,4.4388E3,4.6924E3,2.3711E3,7,7,3,3,1,2,2,2,8,8,6,10,13,9,Carbamidomethylation,36427,Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens OX=9606 GN=OSGEP PE=1 SV=1
2480,1863,Q92783|STAM1_HUMAN,195.31,19,10,11,4,10,11,10,4,6,4,4,4,4,8.8351E3,2.9106E3,2.4181E3,4.325E3,2.5891E3,2.8824E3,,5.4451E2,,1.2157E3,,,7,5,12,7,6,8,6,7,4,4,5,4,2,4,Carbamidomethylation,59180,Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3
2315,3089,P05114|HMGN1_HUMAN,195.25,44,28,44,43,28,28,28,27,30,27,13,0,0,1.3621E4,9.3574E3,7.9823E3,8.652E3,8.738E3,7.7464E3,2.2437E2,1.3163E3,8.5603E2,6.6468E1,,,5,5,13,18,10,9,11,10,2,8,4,1,0,0,,10659,Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3
1785,1976,Q9NUQ9|CYRIB_HUMAN,195.24,23,19,19,19,13,19,19,13,10,16,16,23,16,2.4073E3,3.6347E3,3.921E3,4.3597E3,6.4501E3,3.8044E3,1.1977E3,2.0385E2,9.8765E2,1.6121E3,3.407E3,2.8268E2,5,4,12,18,13,14,16,8,10,2,10,14,29,5,,36748,CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1
